•咪咕频道,#genre#
CGTN西班牙语,http://119.185.70.185:1234/609006450
东方卫视,http://119.185.70.185:1234/651632648
江苏卫视,http://119.185.70.185:1234/623899368
广东卫视,http://119.185.70.185:1234/608831231
北京卫视,http://119.185.70.185:1234/630287636
辽宁卫视,http://119.185.70.185:1234/630291707
河北卫视,http://119.185.70.185:1234/962042070
江西卫视,http://119.185.70.185:1234/783847495
河南卫视,http://119.185.70.185:1234/790187291
陕西卫视,http://119.185.70.185:1234/738910838
大湾区卫视,http://119.185.70.185:1234/608917627
湖北卫视,http://119.185.70.185:1234/947472496
吉林卫视,http://119.185.70.185:1234/947472500
青海卫视,http://119.185.70.185:1234/947472506
东南卫视,http://119.185.70.185:1234/849116810
海南卫视,http://119.185.70.185:1234/947472502
海峡卫视,http://119.185.70.185:1234/849119120
中国农林卫视,http://119.185.70.185:1234/956904896
兵团卫视,http://119.185.70.185:1234/956923145
宁夏卫视,http://119.185.70.185:1234/738910535
重庆卫视,http://119.185.70.185:1234/738910914
三沙卫视,http://119.185.70.185:1234/961023778
CHC影迷电影,http://119.185.70.185:1234/952383261
CHC动作电影,http://119.185.70.185:1234/644368714
CHC家庭影院,http://119.185.70.185:1234/644368373
老故事,http://119.185.70.185:1234/884121956
发现之旅,http://119.185.70.185:1234/624878970
中学生,http://119.185.70.185:1234/708869532
武术世界,http://119.185.70.185:1234/958475359
快乐垂钓,http://119.185.70.185:1234/961930263
四海钓鱼,http://119.185.70.185:1234/637444975
中国天气,http://119.185.70.185:1234/959986621
中华特产,http://119.185.70.185:1234/959986618
环球旅游,http://119.185.70.185:1234/958475356
梨园频道,http://119.185.70.185:1234/961930369
嘉佳卡通,http://119.185.70.185:1234/614952364
优漫卡通,http://119.185.70.185:1234/626064703
新动漫,http://119.185.70.185:1234/961930269
上海新闻综合,http://119.185.70.185:1234/651632657
上视东方影视,http://119.185.70.185:1234/617290047
上海第一财经,http://119.185.70.185:1234/608780988
南京新闻综合频道,http://119.185.70.185:1234/838109047
南京教科频道,http://119.185.70.185:1234/838153729
南京十八频道,http://119.185.70.185:1234/838151753
体育休闲频道,http://119.185.70.185:1234/626064707
江苏城市频道,http://119.185.70.185:1234/626064714
江苏国际,http://119.185.70.185:1234/626064674
江苏教育,http://119.185.70.185:1234/628008321
江苏影视频道,http://119.185.70.185:1234/626064697
江苏综艺频道,http://119.185.70.185:1234/626065193
公共新闻频道,http://119.185.70.185:1234/626064693
盐城新闻综合,http://119.185.70.185:1234/639731825
淮安新闻综合,http://119.185.70.185:1234/639731826
泰州新闻综合,http://119.185.70.185:1234/639731818
连云港新闻综合,http://119.185.70.185:1234/639731715
宿迁新闻综合,http://119.185.70.185:1234/639731832
徐州新闻综合,http://119.185.70.185:1234/639731747
优漫卡通频道,http://119.185.70.185:1234/626064703
江阴新闻综合,http://119.185.70.185:1234/955227979
南通新闻综合,http://119.185.70.185:1234/955227985
宜兴新闻综合,http://119.185.70.185:1234/955227996
溧水新闻综合,http://119.185.70.185:1234/639737327
陕西银龄频道,http://119.185.70.185:1234/956909362
陕西都市青春频道,http://119.185.70.185:1234/956909358
陕西秦腔频道,http://119.185.70.185:1234/956909303
陕西新闻资讯频道,http://119.185.70.185:1234/956909289
财富天下,http://119.185.70.185:1234/956923159
镇江新闻综合,http://119.185.70.185:1234/639731783
江苏综艺频道,http://119.185.70.185:1234/626065193
江苏教育,http://119.185.70.185:1234/628008321
山东教育,http://119.185.70.185:1234/609154353
赛事最经典,http://119.185.70.185:1234/646596895
体坛名栏汇,http://119.185.70.185:1234/629943305
陕西体育休闲频道,http://119.185.70.185:1234/956909356
24小时城市联赛轮播台,http://119.185.70.185:1234/915512915
最强综艺趴,http://119.185.70.185:1234/629942228
经典动画大集合,http://119.185.70.185:1234/629942219
新动力量创一流,http://119.185.70.185:1234/713589837
海南广播电视总台少儿频道,http://119.185.70.185:1234/962067523
海南广播电视总台社会与法频道,http://119.185.70.185:1234/962045223
海南广播电视总台文旅频道,http://119.185.70.185:1234/962067526
海南卫视,http://119.185.70.185:1234/962067517
建党105周年巡礼,http://119.185.70.185:1234/713600957
经典香港电影,http://119.185.70.185:1234/625703337
新片放映厅,http://119.185.70.185:1234/619495952
和美乡途轮播台,http://119.185.70.185:1234/713591450
南方影视,http://119.185.70.185:1234/614961829
熊猫频道01高清,http://119.185.70.185:1234/609158151
熊猫频道1,http://119.185.70.185:1234/608933610
熊猫频道2,http://119.185.70.185:1234/608933640
熊猫频道3,http://119.185.70.185:1234/608934619
熊猫频道4,http://119.185.70.185:1234/608934721
熊猫频道5,http://119.185.70.185:1234/608935104
熊猫频道6,http://119.185.70.185:1234/608935797
熊猫频道7,http://119.185.70.185:1234/609169286
熊猫频道8,http://119.185.70.185:1234/609169287
熊猫频道9,http://119.185.70.185:1234/609169226
熊猫频道10,http://119.185.70.185:1234/609169285
CCTV1,http://101.6.130.52:1234/608807420
CCTV1,http://14.153.176.157:1234/608807420
CCTV1,http://116.52.173.106:1234/608807420
CCTV1,http://27.12.12.105:1234/608807420
CCTV1,http://111.231.6.102:1234/608807420
CCTV1,http://182.61.15.47:80/608807420
CCTV1,http://110.154.192.30:7788/608807420
CCTV1,http://116.236.204.18:1234/608807420
CCTV1,http://124.223.82.228:89/608807420
CCTV1,http://110.244.139.249:7788/608807420

电影轮播,#genre#
港台频道,genre
易中天品三国,https://live.ottiptv.cc/yy/1354931498
香港院线大片最新,https://live.ottiptv.cc/yy/1354936242
从溺水到冠军，热血泳坛励志传奇,https://live.ottiptv.cc/yy/1382736723
霹雳火：速度与激情,https://live.ottiptv.cc/yy/1382736895
亚洲笑星征服美国,https://live.ottiptv.cc/yy/1382736920
1930年代经典电影,https://live.ottiptv.cc/yy/1356363815
超精彩武打场景,https://live.ottiptv.cc/yy/1354936131
举起手来惊险抗日,https://live.ottiptv.cc/yy/1382736877
读心神探,https://live.ottiptv.cc/yy/1382736875
夏洛特烦恼国内电影-喜剧,https://live.ottiptv.cc/yy/1354936201
漫威十年老粉福利来了,https://live.ottiptv.cc/yy/1354930233
地下交通站,https://live.ottiptv.cc/yy/1382736795
�逋鞠盗�国产喜剧,https://live.ottiptv.cc/yy/1382736856
神探狄仁杰2,https://live.ottiptv.cc/yy/1382828767
内在美伊人有约,https://live.ottiptv.cc/yy/1382737892
黑衣人1、2—动作喜剧大片,https://live.ottiptv.cc/yy/1354930936
我爱我家,https://live.ottiptv.cc/yy/1382735557
YY用户,https://live.ottiptv.cc/yy/1382736807
缺宅男女精彩港剧,https://live.ottiptv.cc/yy/1382745088
绝对让你笑翻天！,https://live.ottiptv.cc/yy/1354936159
情满四合院小人物的悲欢离合,https://live.ottiptv.cc/yy/1382851601
YY用户,https://live.ottiptv.cc/yy/1382736810
正阳门下,https://live.ottiptv.cc/yy/1354931580
国内玄幻电影林正英,https://live.ottiptv.cc/yy/1354932444
鹿鼎记周星驰版,https://live.ottiptv.cc/yy/1354658049
三国演义94年经典版,https://live.ottiptv.cc/yy/1354936241
张国荣与周润发的兄弟情,https://live.ottiptv.cc/yy/1354930961
正阳门下,https://live.ottiptv.cc/yy/1382851588
赌神发哥,https://live.ottiptv.cc/yy/1354889044
大话西游至尊宝,https://live.ottiptv.cc/yy/1382851590
神探狄仁杰1,https://live.ottiptv.cc/yy/1382851575
法证先锋,https://live.ottiptv.cc/yy/1354930939
寻秦记穿越剧经典,https://live.ottiptv.cc/yy/1382749900
啊咧,https://live.ottiptv.cc/yy/1459243913
华子系列,https://live.ottiptv.cc/yy/1354888726
康熙王朝,https://live.ottiptv.cc/yy/1382851583
情满四合院高分电视剧,https://live.ottiptv.cc/yy/1382735541
岳云鹏宋小宝也来演电影了？,https://live.ottiptv.cc/yy/1354926612
精武英雄李连杰主演经典动作片,https://live.ottiptv.cc/yy/1382736873
YY用户,https://live.ottiptv.cc/yy/1382736808
宫心计港剧-古装,https://live.ottiptv.cc/yy/1354933540
震撼！国内功夫大片,https://live.ottiptv.cc/yy/1382736902
YY用户,https://live.ottiptv.cc/yy/1382736818
大进军全集：红色系列电影,https://live.ottiptv.cc/yy/1382745083
我的体育老师,https://live.ottiptv.cc/yy/1382745169
新白娘子传奇女神赵雅芝,https://live.ottiptv.cc/yy/1354930969
少年包青天第三部,https://live.ottiptv.cc/yy/1382736814
士兵突击,https://live.ottiptv.cc/yy/1382851600
神探狄仁杰2,https://live.ottiptv.cc/yy/1382851146
情满四合院,https://live.ottiptv.cc/yy/1382736848
智取威虎山,https://live.ottiptv.cc/yy/1382736843
寻秦记穿越剧经典,https://live.ottiptv.cc/yy/1382851591
大家都在看的电视剧,https://live.ottiptv.cc/yy/1354930964
欢乐颂,https://live.ottiptv.cc/yy/1382735624
炊事班的故事II,https://live.ottiptv.cc/yy/1382851579
少年包青天第三部,https://live.ottiptv.cc/yy/1382851540
父母爱情,https://live.ottiptv.cc/yy/1382851594
熊出没之探险日记S1国漫,https://live.ottiptv.cc/yy/1354930977
我的前半生,https://live.ottiptv.cc/yy/1382735564
YY用户,https://live.ottiptv.cc/yy/1382736838
亲爱的热爱的,https://live.ottiptv.cc/yy/1354932433
YY用户,https://live.ottiptv.cc/yy/1382736910
爆笑小品大合集,https://live.ottiptv.cc/yy/1382736821
超精彩！系列动作电影,https://live.ottiptv.cc/yy/1382745096
YY用户,https://live.ottiptv.cc/yy/1382745117
你的回忆有我吗,https://live.ottiptv.cc/yy/1354889024
神探狄仁杰1,https://live.ottiptv.cc/yy/1354930934
金牌配角达叔系列,https://live.ottiptv.cc/yy/1354888728
福贵,https://live.ottiptv.cc/yy/1354926537
欢乐集结号每天笑不停,https://live.ottiptv.cc/yy/1382741642
读心神探,https://live.ottiptv.cc/yy/1382851589
宰相刘罗锅,https://live.ottiptv.cc/yy/1382745191
恋歌,https://live.ottiptv.cc/yy/1382746276
二号交通站,https://live.ottiptv.cc/yy/1382735582
你最爱的宋小宝,https://live.ottiptv.cc/yy/1354936198
天道9.2高分好剧,https://live.ottiptv.cc/yy/1382735574
妖神记,https://live.ottiptv.cc/yy/1382745171
����������,https://live.ottiptv.cc/yy/1382851578
速度与激情系列！精彩大片,https://live.ottiptv.cc/yy/1382736911
伪装者,https://live.ottiptv.cc/yy/1382851593
郝蕾演绎情满四合院,https://live.ottiptv.cc/yy/1382745089
魔幻手机,https://live.ottiptv.cc/yy/1382735544
宫锁珠帘,https://live.ottiptv.cc/yy/1354926666
成龙系列,https://live.ottiptv.cc/yy/1354888751
炊事班的故事III,https://live.ottiptv.cc/yy/1382736716
魔幻手机,https://live.ottiptv.cc/yy/1382851541
西游记后传,https://live.ottiptv.cc/yy/1382736846
粟裕大将影视,https://live.ottiptv.cc/yy/1354926542
这部剧你居然没看过？,https://live.ottiptv.cc/yy/1354932355
速度与激情全集,https://live.ottiptv.cc/yy/1382749892
炊事班的故事,https://live.ottiptv.cc/yy/1382749901
老广的味道美食之旅,https://live.ottiptv.cc/yy/1354932375
北京爱情故事，心动不打烊,https://live.ottiptv.cc/yy/1382744423
变形金刚,https://live.ottiptv.cc/yy/1382736803
妖神记全集,https://live.ottiptv.cc/yy/1382735551
双月之城国漫,https://live.ottiptv.cc/yy/1382736907
终结者2：审判日,https://live.ottiptv.cc/yy/1382851148
穿越时空的爱恋,https://live.ottiptv.cc/yy/1382735567
老广的味道第3季美食纪录片,https://live.ottiptv.cc/yy/1382735565
伪装者,https://live.ottiptv.cc/yy/1354936244
笑傲帮,https://live.ottiptv.cc/yy/1382735555
风筝,https://live.ottiptv.cc/yy/1382828770
流行古装剧—知否知否应是绿肥红瘦,https://live.ottiptv.cc/yy/1354936134
经典大片合集,https://live.ottiptv.cc/yy/1382749895
父母爱情,https://live.ottiptv.cc/yy/1354926650
YY用户,https://live.ottiptv.cc/yy/1382745085
YY用户,https://live.ottiptv.cc/yy/1382735572
仙剑奇侠传神仙姐姐驾到,https://live.ottiptv.cc/yy/1382749903
YY用户,https://live.ottiptv.cc/yy/1382745084
欢乐集结号3,https://live.ottiptv.cc/yy/1382736822
YY用户,https://live.ottiptv.cc/yy/1382736885
非常保镖经典港剧,https://live.ottiptv.cc/yy/1382736903
欢乐一起看,https://live.ottiptv.cc/yy/1354930926
甜甜的恋爱这狗粮我吃了,https://live.ottiptv.cc/yy/1354932438
情满四合院,https://live.ottiptv.cc/yy/1382851524
洪金宝福星系列,https://live.ottiptv.cc/yy/1354924839
寻秦记,https://live.ottiptv.cc/yy/1354658048
YY用户,https://live.ottiptv.cc/yy/1382736886
最美的青春,https://live.ottiptv.cc/yy/1382745116
复仇者联盟全季,https://live.ottiptv.cc/yy/1354936167
娆�涔�棰�,https://live.ottiptv.cc/yy/1382851577
哈利波特全集,https://live.ottiptv.cc/yy/1382745105
无敌县令,https://live.ottiptv.cc/yy/1354932390
以家人之名,https://live.ottiptv.cc/yy/1382736908
三国演义【1994】,https://live.ottiptv.cc/yy/1354930932
真心想让你幸福,https://live.ottiptv.cc/yy/1382736876
功夫小子进城,https://live.ottiptv.cc/yy/1382749890
保护我家蓉儿,https://live.ottiptv.cc/yy/1370293254
YY用户,https://live.ottiptv.cc/yy/1382736890
灌篮高手,https://live.ottiptv.cc/yy/1382735626
强悍“杀猪婆”的励志人生,https://live.ottiptv.cc/yy/1354658062
野山鹰影视剧,https://live.ottiptv.cc/yy/1354932395
大汉贤后卫子夫,https://live.ottiptv.cc/yy/1382735569
史诗级科幻电影阿凡达,https://live.ottiptv.cc/yy/1382735577
小朋友可爱到家了,https://live.ottiptv.cc/yy/1354930887
侏罗纪世界国外科幻大片合集,https://live.ottiptv.cc/yy/1382736851
刑事侦缉档案I,https://live.ottiptv.cc/yy/1382851585
辉煌或疯狂韩剧,https://live.ottiptv.cc/yy/1382749902
YY用户,https://live.ottiptv.cc/yy/1382735578
院线动作大片,https://live.ottiptv.cc/yy/1382736900
周星星系列,https://live.ottiptv.cc/yy/1354888671
无厘头的出处,https://live.ottiptv.cc/yy/1354930891
YY用户,https://live.ottiptv.cc/yy/1382736975
密子君,https://live.ottiptv.cc/yy/1382736717
动作大片热血开打,https://live.ottiptv.cc/yy/1354936168
回家的诱惑,https://live.ottiptv.cc/yy/1354658043
飞虎之潜行极战,https://live.ottiptv.cc/yy/1354932420
陈情令,https://live.ottiptv.cc/yy/1382745121
叶问全集,https://live.ottiptv.cc/yy/1382828771
超燃警匪片,https://live.ottiptv.cc/yy/1382735576
陪你一起看好剧,https://live.ottiptv.cc/yy/1354932359
YY用户,https://live.ottiptv.cc/yy/1382735553
法证先锋,https://live.ottiptv.cc/yy/1382851599
人生必看的科幻片,https://live.ottiptv.cc/yy/1382745114
海洋幻梦泰剧,https://live.ottiptv.cc/yy/1382749889
高分科幻动作片,https://live.ottiptv.cc/yy/1382749948
YY用户,https://live.ottiptv.cc/yy/1382736842
国内喜剧,https://live.ottiptv.cc/yy/1382851598
国外院线动作大片,https://live.ottiptv.cc/yy/1382735570
俺娘田小草,https://live.ottiptv.cc/yy/1382741638
苦乐村官,https://live.ottiptv.cc/yy/1382736864
YY用户,https://live.ottiptv.cc/yy/1382736888
电影黑豹,https://live.ottiptv.cc/yy/1382736816
国内动作大片,https://live.ottiptv.cc/yy/1382745176
本山快乐营,https://live.ottiptv.cc/yy/1354933529
本山快乐营爆笑小品,https://live.ottiptv.cc/yy/1354930948
笑傲江湖第2季,https://live.ottiptv.cc/yy/1382736914
电影百团大战,https://live.ottiptv.cc/yy/1382736871
金玉满堂：精彩港剧,https://live.ottiptv.cc/yy/1382736881
小鬼当家童年回忆,https://live.ottiptv.cc/yy/1382745104
我爱我家,https://live.ottiptv.cc/yy/1382851580
巩汉林春晚小品合集,https://live.ottiptv.cc/yy/1354889035
法国版《家有儿女》治愈所有不开心,https://live.ottiptv.cc/yy/1382851137
港剧警犬巴打,https://live.ottiptv.cc/yy/1354932397
缺宅男女,https://live.ottiptv.cc/yy/1354930937
YY用户,https://live.ottiptv.cc/yy/1382745093
笑傲江湖第1季,https://live.ottiptv.cc/yy/1382749896
叛逆者,https://live.ottiptv.cc/yy/1382736868
爆笑电影！王牌大贱谍23,https://live.ottiptv.cc/yy/1382735556
来自星星的你,https://live.ottiptv.cc/yy/1354930976
国内高分悬疑剧风筝,https://live.ottiptv.cc/yy/1354931585
新世界,https://live.ottiptv.cc/yy/1382736850
美国队长史蒂夫,https://live.ottiptv.cc/yy/1382736813
YY用户,https://live.ottiptv.cc/yy/1382736834
二号交通站,https://live.ottiptv.cc/yy/1382851582
重生之超级赛亚人,https://live.ottiptv.cc/yy/1354936124
科幻片：来看神奇的地球,https://live.ottiptv.cc/yy/1354930897
精彩动作电影享不停,https://live.ottiptv.cc/yy/1382736809
中国味道第4季美食纪录片,https://live.ottiptv.cc/yy/1382736845
欢乐集结号,https://live.ottiptv.cc/yy/1382735550
YY用户,https://live.ottiptv.cc/yy/1382736805
加勒比海盗系列,https://live.ottiptv.cc/yy/1382749914
高分动作大片热血出击,https://live.ottiptv.cc/yy/1382736909
憨豆先生经典喜剧,https://live.ottiptv.cc/yy/1354936239
鸭子天空翱翔于篮球的梦想,https://live.ottiptv.cc/yy/1354930894
大明王朝,https://live.ottiptv.cc/yy/1382736879
国产喜剧,https://live.ottiptv.cc/yy/1382735584
国外经典—小鬼当家,https://live.ottiptv.cc/yy/1354658064
公主嫁到,https://live.ottiptv.cc/yy/1382736915
猩球崛起怪兽片合集,https://live.ottiptv.cc/yy/1354930181
超英集结,https://live.ottiptv.cc/yy/1382745091
大江大河2高分影视推荐,https://live.ottiptv.cc/yy/1382736797
欢乐集结号,https://live.ottiptv.cc/yy/1354931582
田园生活,https://live.ottiptv.cc/yy/1382736898
深海利剑,https://live.ottiptv.cc/yy/1382736906
末日系列外国电影合集,https://live.ottiptv.cc/yy/1354889019
第8号当铺,https://live.ottiptv.cc/yy/1382736905
国外动作大片,https://live.ottiptv.cc/yy/1382735540
精彩动作电影,https://live.ottiptv.cc/yy/1382736823
大唐双龙传,https://live.ottiptv.cc/yy/1354930979
国内科幻片来袭,https://live.ottiptv.cc/yy/1354930821
萌鸡小队S1国漫,https://live.ottiptv.cc/yy/1382736904
YY用户,https://live.ottiptv.cc/yy/1382745113
PAPI酱主演，北漂生活中的爱情与梦想,https://live.ottiptv.cc/yy/1382745124
永远的经典系列,https://live.ottiptv.cc/yy/1354930204
飓风营救,https://live.ottiptv.cc/yy/1382735547
百家讲坛――之明太祖朱元璋,https://live.ottiptv.cc/yy/1354936149
明天和你韩剧,https://live.ottiptv.cc/yy/1382749905
外国科幻大片,https://live.ottiptv.cc/yy/1382747628
单挑荒野第一季,https://live.ottiptv.cc/yy/1354933535
燃爆动作片,https://live.ottiptv.cc/yy/1382736801
无双花木兰,https://live.ottiptv.cc/yy/1382749917
躺平还是奋斗？搞笑中见真谛,https://live.ottiptv.cc/yy/1382851586
嘻嘻熙熙,https://live.ottiptv.cc/yy/1382735585
溏心风暴之家好月圆,https://live.ottiptv.cc/yy/1354888747
国内喜剧,https://live.ottiptv.cc/yy/1382735563
请回答1988,https://live.ottiptv.cc/yy/1354932362
神厨小福贵,https://live.ottiptv.cc/yy/1382736860
农家小菜,https://live.ottiptv.cc/yy/1382736894
国内经典动作电影,https://live.ottiptv.cc/yy/1382851522
紧急营救,https://live.ottiptv.cc/yy/1354926676
毒液：致命守护者,https://live.ottiptv.cc/yy/1382745095
国外黑色喜剧：冷幽默小剧场,https://live.ottiptv.cc/yy/1382745175
洪大哥系列,https://live.ottiptv.cc/yy/1354888743
国外科幻,https://live.ottiptv.cc/yy/1382736800
战争与女性,https://live.ottiptv.cc/yy/1382745179
大江大河高分影视推荐,https://live.ottiptv.cc/yy/1382736806
河山,https://live.ottiptv.cc/yy/1382749952
宝莲灯前传,https://live.ottiptv.cc/yy/1354931631
舌尖上的中国第2季,https://live.ottiptv.cc/yy/1354930943
钟馗传说,https://live.ottiptv.cc/yy/1382736839
热门喜剧,https://live.ottiptv.cc/yy/1354931495
国外高分大片,https://live.ottiptv.cc/yy/1382736867
国产电影就是闹着玩的,https://live.ottiptv.cc/yy/1354931503
二号交通站,https://live.ottiptv.cc/yy/1354930965
动物世界领略原始野性,https://live.ottiptv.cc/yy/1382743138
蔡明春晚小品,https://live.ottiptv.cc/yy/1354936177
YY用户,https://live.ottiptv.cc/yy/1382745103
科幻惊悚片异形,https://live.ottiptv.cc/yy/1382735543
舌尖上的中国第一季,https://live.ottiptv.cc/yy/1354930952
藏地密码：秘境探险，悬念拉满,https://live.ottiptv.cc/yy/1382851576
抗日神片，燃爆抗战热血魂,https://live.ottiptv.cc/yy/1354926600
能耐大了第1季,https://live.ottiptv.cc/yy/1354930195
欢乐集结号4,https://live.ottiptv.cc/yy/1382736889
最美的青春,https://live.ottiptv.cc/yy/1382851530
我的父亲我的兵,https://live.ottiptv.cc/yy/1353413714
抹茶少女,https://live.ottiptv.cc/yy/1382737888
欢乐集结号2,https://live.ottiptv.cc/yy/1354930919
超炫科幻大片,https://live.ottiptv.cc/yy/1382736840
大台风,https://live.ottiptv.cc/yy/1382735583
少年四大名捕,https://live.ottiptv.cc/yy/1354936203
欢喜冤家的爱情夏日乐悠悠,https://live.ottiptv.cc/yy/1354936191
欢乐集结号5870,https://live.ottiptv.cc/yy/1382745119
珍珠港电影,https://live.ottiptv.cc/yy/1354936234
拳拳到肉，搏击燃情,https://live.ottiptv.cc/yy/1382736870
太空荒野求生记火星救援,https://live.ottiptv.cc/yy/1354930957
贾玲春晚小品,https://live.ottiptv.cc/yy/1382736720
国内喜剧,https://live.ottiptv.cc/yy/1382736862
机械战警13,https://live.ottiptv.cc/yy/1382736854
一起来笑吧,https://live.ottiptv.cc/yy/1454859415
本山快乐营1,https://live.ottiptv.cc/yy/1354936209
施公奇案2欧阳震华,https://live.ottiptv.cc/yy/1382736824
少年包青天美黑之旅,https://live.ottiptv.cc/yy/1354936141
妖神记之黑狱篇,https://live.ottiptv.cc/yy/1382745173
发哥系列,https://live.ottiptv.cc/yy/1354888733
致敬星爷致敬经典,https://live.ottiptv.cc/yy/1354889048
巾帼枭雄之义海豪情,https://live.ottiptv.cc/yy/1382736859
百家讲坛红楼梦篇,https://live.ottiptv.cc/yy/1382741639
科幻电影,https://live.ottiptv.cc/yy/1354930209
YY用户,https://live.ottiptv.cc/yy/1382736918
哑巴竟然会说话,https://live.ottiptv.cc/yy/1354932427
YY用户,https://live.ottiptv.cc/yy/1382736887
电视剧流金岁月,https://live.ottiptv.cc/yy/1382749906
远去的飞鹰影视剧,https://live.ottiptv.cc/yy/1354930912
一分钟学道菜,https://live.ottiptv.cc/yy/1382736901
高分动作片——创可贴,https://live.ottiptv.cc/yy/1382735568
辣警狂花2,https://live.ottiptv.cc/yy/1382745110
热血少年上线，《长歌行》开播,https://live.ottiptv.cc/yy/1382736802
王牌保镖在此,https://live.ottiptv.cc/yy/1382749913
名媛望族精彩港剧,https://live.ottiptv.cc/yy/1354932431
搬山道人之落天荒,https://live.ottiptv.cc/yy/1382736916
渴望,https://live.ottiptv.cc/yy/1354930963
傲娇千金惹人醉,https://live.ottiptv.cc/yy/1382851602
当旺爸爸港剧,https://live.ottiptv.cc/yy/1354936208
来看修牛蹄,https://live.ottiptv.cc/yy/1382749887
YY用户,https://live.ottiptv.cc/yy/1382735579
国产家庭电视剧如果岁月可回头,https://live.ottiptv.cc/yy/1382736883
银河护卫队国外科幻巨作,https://live.ottiptv.cc/yy/1382736815
白领被迫当楼奴？,https://live.ottiptv.cc/yy/1382736832
大铸剑师传奇,https://live.ottiptv.cc/yy/1354932371
带你领略四季的变化,https://live.ottiptv.cc/yy/1354930816
辣警狂花,https://live.ottiptv.cc/yy/1382736892
高能博弈—大事件,https://live.ottiptv.cc/yy/1382749898
碟中谍系列电影,https://live.ottiptv.cc/yy/1382736836
另类猪妖爆笑逆袭,https://live.ottiptv.cc/yy/1354936155
名不虚传韩剧,https://live.ottiptv.cc/yy/1382749904
忠诚无畏，战犬出击,https://live.ottiptv.cc/yy/1354930225
娘亲舅大,https://live.ottiptv.cc/yy/1354932360
超燃科幻大片：明日边缘,https://live.ottiptv.cc/yy/1382736835
学生兵,https://live.ottiptv.cc/yy/1354658003
兵王绝境狙杀,https://live.ottiptv.cc/yy/1382736833
本山快乐营2,https://live.ottiptv.cc/yy/1382736718
影视小艺,https://live.ottiptv.cc/yy/1382737886
喜剧闹翻天,https://live.ottiptv.cc/yy/1382735548
狄仁杰智破红瞳谜案,https://live.ottiptv.cc/yy/1354936116
爆笑诡扯记,https://live.ottiptv.cc/yy/1354936249
女医明妃传,https://live.ottiptv.cc/yy/1382736861
致命武器3,https://live.ottiptv.cc/yy/1382749918
国产动作电影,https://live.ottiptv.cc/yy/1382736858
动作大片,https://live.ottiptv.cc/yy/1354888739
黄大妮电视剧,https://live.ottiptv.cc/yy/1354930904
绝境博弈，无路可逃,https://live.ottiptv.cc/yy/1382851597
PK地球神,https://live.ottiptv.cc/yy/1382736872
爱在璀璨时,https://live.ottiptv.cc/yy/1354926671
清官难当？看芝麻官如何破局,https://live.ottiptv.cc/yy/1382749909
每天都要快乐哦！,https://live.ottiptv.cc/yy/1354930909
一段关于救赎与坚守的西部传奇,https://live.ottiptv.cc/yy/1382741640
封神：祸商,https://live.ottiptv.cc/yy/1354932407
深海巨兽惊现，渔民与神秘生物的生存博弈,https://live.ottiptv.cc/yy/1382745111
手机APP掌控人生,https://live.ottiptv.cc/yy/1382736874
SIMONAMSTELL：躺平哲学,https://live.ottiptv.cc/yy/1382749951
高分经典动作片,https://live.ottiptv.cc/yy/1382749944
悬疑反转，直击真相,https://live.ottiptv.cc/yy/1354930954
了不起的萝莉小玲,https://live.ottiptv.cc/yy/1382736799
热血战争巨作,https://live.ottiptv.cc/yy/1382745087
宋小宝春晚小品合集,https://live.ottiptv.cc/yy/1382736866
你最爱的小龙女神雕侠侣,https://live.ottiptv.cc/yy/1354926637
笑傲江湖电视剧,https://live.ottiptv.cc/yy/1354936128
老夫少妻搞笑忘年恋,https://live.ottiptv.cc/yy/1354932391
热血抗日电影,https://live.ottiptv.cc/yy/1382749907
艾迪格里芬：经典就是我,https://live.ottiptv.cc/yy/1354932409
YY用户,https://live.ottiptv.cc/yy/1382745182
笔墨传情，致敬经典——妙墨中国心,https://live.ottiptv.cc/yy/1382745178
金牌喜剧班,https://live.ottiptv.cc/yy/1354889009
公主战俘记,https://live.ottiptv.cc/yy/1354931488
乔·科伊热辣开麦,https://live.ottiptv.cc/yy/1382735625
铁血拍档：并肩破局的燃魂对决,https://live.ottiptv.cc/yy/1382736884
最佳下饭小甜剧，暖心暖胃,https://live.ottiptv.cc/yy/1382741637
海王院线大片,https://live.ottiptv.cc/yy/1354936142
牧野诡事之赤丹珠,https://live.ottiptv.cc/yy/1382736863
美好的意外治愈邂逅,https://live.ottiptv.cc/yy/1382828766
小人国——介子鬼城,https://live.ottiptv.cc/yy/1382749950
毒力觉醒的异能逆袭狂潮,https://live.ottiptv.cc/yy/1354926735
全村一起搞艺术,https://live.ottiptv.cc/yy/1354936210
不可能的任务碟中谍4,https://live.ottiptv.cc/yy/1354930967
还原英雄最后的壮烈！,https://live.ottiptv.cc/yy/1354930984
新木乃伊：古埃及公主复活的灾难对决,https://live.ottiptv.cc/yy/1354936169
高分港剧合集,https://live.ottiptv.cc/yy/1382735542
匪帮传奇故事,https://live.ottiptv.cc/yy/1382749941
新时代农村青年的热血奋斗记,https://live.ottiptv.cc/yy/1382736715
横行不霸道,https://live.ottiptv.cc/yy/1354930189
丹尼尔·斯洛斯烧脑谜题,https://live.ottiptv.cc/yy/1354936199
流金岁月经典港剧,https://live.ottiptv.cc/yy/1382736891
呆萌飞行员,https://live.ottiptv.cc/yy/1354930968
宇宙护卫队-国漫,https://live.ottiptv.cc/yy/1382736837
